Id,Prediction
473,4506718.293986595
474,4612368.13977596
475,4224389.227329349
476,3659612.2216292256
477,5569460.45018449
478,4287317.115192116
479,4163483.9090831364
480,5808609.239239481
481,11439793.5379392
482,4674387.324361016
483,5595692.465502933
484,5702216.001232237
485,4506718.293986595
486,4925247.23801921
487,9274186.316622088
488,5650241.529484113
489,4205081.24479442
490,4603737.784914626
491,3649349.4642442996
492,4540214.955606893
493,5462648.897723469
494,5038210.712951203
495,4272061.469244218
496,4994656.755333096
497,3882236.327178957
498,4224389.227329349
499,4634023.155804064
500,4186901.7089650244
501,4205081.24479442
502,4236042.866540627
503,4432467.594355151
504,5312021.107558181
505,4063175.532569669
506,5689237.014124121
507,4567262.071366382
508,4299188.7890874995
509,5668522.597538145
510,4838998.318669951
511,5160624.019186517
512,3687874.795413578
513,4199643.8761843145
514,3910509.049476784
515,4210944.653804293
516,3341893.137786669
517,4626790.176975153
518,4248491.201531524
519,5128734.008633958
520,5834646.2336515505
521,4809260.134739568
522,4291676.729361077
523,5408082.136819902
524,4038154.6744447653
525,5307277.646807338
526,5475475.096145644
527,5652800.101848835
528,6080136.756055703
529,4063175.532569669
530,3649349.4642442996
531,4994656.755333096
532,4944109.1987219695
533,3846948.8659956064
534,4975376.516742708
535,4073318.8584494335
536,4226191.111310589
537,4618897.952566279
538,4210944.653804293
539,5260168.516176648
540,4525219.50187651
541,5522956.231703777
542,4841427.882741311
543,5078505.40898328
544,4506718.293986595
545,4108712.4681673283
546,4210944.653804293
547,4730590.650622058
548,4045265.5647298316
549,4646816.3843811285
550,4248491.201531524
551,4783514.124321069
552,5800108.978916861
553,4940754.299631547
554,4312649.396374961
555,6963564.698431156
556,3687874.795413578
557,4931779.750940893
558,4046117.614234326
559,3575451.435716118
560,4506718.293986595
561,5095821.276570234
562,4194282.601009308
563,4425547.745206398
564,4742611.547499092
565,7144510.699440886
566,3659011.6207844424
567,4985985.89475435
568,4289887.271933067
569,4424551.6692549065
570,8081467.189769828
571,5749527.968107003
572,3747185.4403142496
573,4674387.324361016
574,4627340.6604326675
575,4510490.623862263
576,11439793.5379392
577,4506594.347357671
578,5726645.686871683
579,5178866.239455544
580,5069990.271573969
581,4696288.462122205
582,5459648.642440855
583,4987488.6978720315
584,5656662.803846021
585,3651908.4494136386
586,4205081.24479442
587,4326924.53061433
588,4519267.112754447
589,5865400.719836424
590,4985985.89475435
591,4108712.4681673283
592,3632200.586669034
593,4285337.416648016
594,3846948.8659956064
595,3893905.570273956
596,7002605.104226828
597,4910081.178237146
598,4674106.331133475
599,4433600.626120889
600,5398267.47943662
601,5040685.505667471
602,4565166.949759669
603,3339037.5818553464
604,4450096.630563794
605,4224389.227329349
606,4224389.227329349
607,3910509.049476784
608,5049449.574429695
609,5151904.974835192
610,6064718.525529686
611,3649349.4642442996
612,4469837.668408276
613,4662020.674133531
614,4665217.8047575215
615,3917697.7370782713
616,4549296.435708617
617,4461312.32990976
618,5898605.559338189
619,5849821.204073752
620,4226191.111310589
621,8310067.170272627
622,5600946.416948998
623,5151904.974835192
624,3637532.7643939285
625,5537332.045224268
626,5147309.063200142
627,4981927.709857496
628,4496194.431333108
629,5151904.974835192
630,6535906.452842613
631,4372995.38293784
632,4936674.759742369
633,4994656.755333096
634,3678474.6682426026
635,5491587.758936813
636,4285184.546257779
637,4236042.866540627
638,5352056.985519854
639,5627415.1129391575
640,4272135.731087403
641,5978999.091837948
642,4379938.889686501
643,5439722.205121585
644,4939709.378083314
645,3680677.8186073666
646,4469024.065388878
647,4205081.24479442
648,3792533.602944213
649,4443260.861431238
650,3339037.5818553464
651,4967224.576396502
652,5398267.47943662
653,5151904.974835192
654,4393137.411788797
655,6680444.934023043
656,3514857.6142404824
657,5443051.461253182
658,4478900.1016418
659,3339037.5818553464
660,6078355.014857492
661,6951890.97064183
662,4985995.815844605
663,5158093.685504219
664,4236042.866540627
665,4000077.3865360087
666,4665217.8047575215
667,4261072.185836279
668,3962968.330535636
669,3909078.865148021
670,4945651.74474128
671,5095821.276570234
672,4540214.955606893
673,5047738.854051836
674,4719436.621058915
675,4296687.444134696
676,5160624.019186517
677,4226191.111310589
678,4294017.741703257
679,4923164.532348262
680,3659011.6207844424
681,6963564.698431156
682,4210944.653804293
683,5352191.543368543
684,4285184.546257779
685,5428301.480550039
686,4640613.581930746
687,3722046.6666939473
688,5717227.357547744
689,5742902.912778175
690,5252944.388916115
691,4045265.5647298316
692,4597650.329331869
693,4054778.769551637
694,4806488.616247427
695,4297394.296397239
696,4205081.24479442
697,4063175.532569669
698,4022793.680305131
699,5329472.411679001
700,5023588.865920826
701,4496194.431333108
702,5855438.445173327
703,4643474.7522479
704,4841427.882741311
705,4824448.189325028
706,4608055.38245309
707,5543770.713597782
708,4544195.346305837
709,4326924.53061433
710,4149581.2138782493
711,7971252.122555985
712,4469837.668408276
713,3823187.4173120055
714,4376099.842700745
715,3538649.6707444903
716,3689573.384416714
717,4685749.573912303
718,4693289.390176052
719,5297563.968471287
720,4464477.655968635
721,5169551.625585966
722,4506594.347357671
723,4074914.453510987
724,4525139.296316597
725,4694612.920372331
726,4545350.54605301
727,4163483.9090831364
728,5931141.236797065
729,4285184.546257779
730,4205081.24479442
731,4403930.9777618535
732,5536267.6041851295
733,11439793.5379392
734,4538958.790939541
735,4407673.568521884
736,4662020.674133531
737,4525139.296316597
738,4559530.202918516
739,3859697.478123551
740,6881310.812067532
741,4346288.2349945055
742,5759748.033524567
743,4730590.650622058
744,5471018.790599487
745,5295558.258083302
746,4242565.8267303845
747,7638531.924243225
748,5447816.5669991
749,3960104.947224272
750,4285184.546257779
751,3486349.58179313
752,5521620.116527786
753,3885920.2871688725
754,3659011.6207844424
755,4191243.529349585
756,4205081.24479442
757,5684135.381059897
758,4603737.784914626
759,5160624.019186517
760,4565794.631040062
761,4214923.906191158
762,4599040.243573605
763,3554741.9104773174
764,4461312.32990976
765,6943455.618236657
766,4355964.780019955
767,4411972.453296124
768,4519690.199406909
769,5469782.67222901
770,4609696.412146402
771,4248491.201531524
772,3606603.275876231
773,4163483.9090831364
774,4226191.111310589
775,4540214.955606893
776,4205081.24479442
777,4469837.668408276
778,4305927.769567179
779,4210944.653804293
780,4285184.546257779
781,4828586.099926173
782,5094175.000048184
783,4285184.546257779
784,5448838.754948898
785,4555924.129320124
786,6112331.359221481
787,4766439.997419013
788,4506718.293986595
789,4285184.546257779
790,3689573.384416714
791,5147309.063200142
792,3816225.279525321
793,3687874.795413578
794,4205081.24479442
795,4666229.094925481
796,3339037.5818553464
797,3910509.049476784
798,4075758.9899631683
799,5206167.88603419
800,4628635.9165712185
801,7722457.186217067
802,4583040.245171437
803,4627340.6604326675
804,4046697.516524535
805,4214564.574941422
806,5307277.646807338
807,4766439.997419013
808,4230422.186137619
809,3678474.6682426026
810,5005478.239224112
811,3538649.6707444903
812,5151904.974835192
813,4469837.668408276
814,4115458.057657671
815,4608815.532388884
816,4614926.616009278
817,4284689.005723018
818,4146994.833684246
819,4389784.18300313
820,5063390.602804127
821,5423670.510475024
822,4559530.202918516
823,4280455.93807706
824,4618897.952566279
825,4548907.801253824
826,4589721.631819356
827,4224389.227329349
828,4630302.310321507
829,4326924.53061433
830,4609732.460631955
831,6078355.014857492
832,8081467.189769828
833,5358265.38914075
834,4518526.130856157
835,3689573.384416714
836,3677532.780467944
837,4627340.6604326675
838,4716305.263845724
839,3815435.54914543
840,4386033.232944527
841,4278018.2729898235
842,6080136.756055703
843,4069448.0664522205
844,5046257.241378364
845,5603158.086496862
846,5555519.1671390515
847,4447758.439853934
848,3659011.6207844424
849,5688528.363629765
850,5505319.42099238
851,4506718.293986595
852,4925247.23801921
853,4537823.094629608
854,4746680.965156471
855,4205081.24479442
856,5592941.580021826
857,5259419.96771529
858,5548023.225860627
859,5005478.239224112
860,4653907.402552885
861,4603737.784914626
862,4685749.573912303
863,4038154.6744447653
864,5658583.942687474
865,9495532.447644874
866,4191243.529349585
867,4226191.111310589
868,4063175.532569669
869,5291474.5317918295
870,4067618.2231100863
871,4662020.674133531
872,4611841.621301108
873,4459880.551506311
874,5368696.388342639
875,4559530.202918516
876,4440052.880313842
877,5312021.107558181
878,3909078.865148021
879,5163740.15454066
880,3687874.795413578
881,4185407.5526049393
882,4305585.159221367
883,3944405.585548018
884,4525139.296316597
885,5265838.815497396
886,4103469.896862318
887,4720406.123902243
888,4560840.564953746
889,4976072.090911891
890,6951890.97064183
891,3606603.275876231
892,4994656.755333096
893,5820282.362856172
894,5151904.974835192
895,4506718.293986595
896,4549296.435708617
897,4236042.866540627
898,5005478.239224112
899,6535906.452842613
900,3930624.3548199516
901,5857959.902802167
902,4964530.0889632115
903,4566159.976094328
904,4469837.668408276
905,4510398.9990061065
906,3863872.843718756
907,4553928.060062497
908,4497198.097454865
909,4066097.4114110735
910,4994656.755333096
911,4802556.6829391485
912,4469837.668408276
913,5300408.161236666
914,5826289.518875538
915,5898605.559338189
916,3757052.429680432
917,5911851.560179779
918,6621994.634930917
919,3674227.047765971
920,4469837.668408276
921,4284689.005723018
922,5688169.890697179
923,4307801.445197555
924,5969019.983165253
925,4776403.6741486965
926,4666229.094925481
927,6963564.698431156
928,5398267.47943662
929,3801206.74914448
930,4285970.409224397
931,4565794.631040062
932,5290405.587725455
933,5751780.604002939
934,4326924.53061433
935,4771414.693606957
936,4360993.214265454
937,4525139.296316597
938,5493535.315006623
939,4776403.6741486965
940,4456258.764034332
941,4577058.366161972
942,4671350.832496553
943,4776403.6741486965
944,7261923.973932836
945,3636512.859096864
946,4950080.876347602
947,4821958.405691313
948,4538903.931294356
949,3914523.167029434
950,5414284.675431927
951,4386033.232944527
952,5384641.1604375895
953,4389784.18300313
954,5206483.676505903
955,5493535.315006623
956,4981927.709857496
957,8183350.040649818
958,5410521.778213946
959,4226191.111310589
960,4856753.780845684
961,4549296.435708617
962,5398267.47943662
963,4912699.43029329
964,4932164.816996373
965,4386033.232944527
966,5235991.255991853
967,4497198.097454865
968,3910509.049476784
969,3632200.586669034
970,3849000.0714625977
971,3362691.572223988
972,4328247.53667923
973,4553956.651605229
974,4847901.959422503
975,4205081.24479442
976,4284689.005723018
977,5814462.94818084
978,4665217.8047575215
979,4522654.649283058
980,4074914.453510987
981,3795507.6940493113
982,4248491.201531524
983,5009225.353062874
984,8508694.393733539
985,5476203.453802656
986,5540080.734299276
987,5678845.299940224
988,5601893.983075312
989,4326924.53061433
990,11439793.5379392
991,3937459.8090926097
992,6261506.632213849
993,4559530.202918516
994,8680944.796100989
995,4046675.4894775366
996,4985985.89475435
997,4950080.876347602
998,5312021.107558181
999,4665217.8047575215
1000,3930624.3548199516
1001,6153239.90200037
1002,4326924.53061433
1003,5540080.734299276
1004,5344241.399712724
1005,4499043.830545281
1006,5634434.8999345405
1007,5461860.703241442
1008,4178830.6795105636
1009,4045265.5647298316
1010,4278018.2729898235
1011,6064751.004535507
1012,3693522.2117213868
1013,4285184.546257779
1014,5577867.132436254
1015,4540214.955606893
1016,4994656.755333096
1017,4946413.8481133375
1018,4205081.24479442
1019,4613939.2821325725
1020,5455051.764990026
1021,4489461.778150934
1022,5070491.568828887
1023,5774787.587335524
1024,3910466.889898837
1025,4506718.293986595
1026,5490953.021781156
1027,5632869.626732529
1028,4994656.755333096
1029,4085613.1830811542
1030,4461312.32990976
1031,3757052.429680432
1032,3752279.0089294277
1033,4924397.69006332
1034,5659077.120272611
1035,4326924.53061433
1036,4496394.438524371
1037,4500405.8285784
1038,5131922.867238515
1039,4828706.834409586
1040,4506718.293986595
1041,4776403.6741486965
1042,3747185.4403142496
1043,5659149.042538228
1044,5230011.760198979
1045,4844787.987039825
1046,4854906.143318018
1047,5048252.508859157
1048,4754574.458258317
1049,5352222.961998613
1050,5490953.021781156
1051,4665217.8047575215
1052,3339037.5818553464
1053,3659011.6207844424
1054,6064718.525529686
1055,3687874.795413578
1056,4932164.816996373
1057,4950080.876347602
1058,4440183.489268141
1059,5095821.276570234
1060,4305585.159221367
1061,4390779.365272116
1062,4730590.650622058
1063,4742611.547499092
1064,4640613.581930746
1065,4838428.72865343
1066,7653840.729260879
1067,5457595.437902844
1068,4028822.9091339502
1069,5656662.803846021
1070,4841427.882741311
1071,4386033.232944527
1072,5678845.299940224
1073,5338165.7516323915
1074,5206483.676505903
1075,5314887.640505507
1076,4210944.653804293
1077,4236042.866540627
1078,3910509.049476784
1079,5853007.312395305
1080,4854906.143318018
1081,4067160.315309385
1082,4289887.271933067
1083,4411972.453296124
1084,3693218.2115986
1085,3702551.471953821
1086,5443149.521626141
1087,3930624.3548199516
1088,4038154.6744447653
1089,3687874.795413578
1090,4994656.755333096
1091,4994656.755333096
1092,4665217.8047575215
1093,4809054.6265285015
1094,3731190.5785818733
1095,3777876.123819513
1096,4022793.680305131
1097,4226191.111310589
1098,4285184.546257779
1099,5146534.387445893
1100,5808609.239239481
1101,4719436.621058915
1102,3606603.275876231
1103,4205081.24479442
1104,4577058.366161972
1105,4764423.204645385
1106,4844757.6306791855
1107,4852904.563349614
1108,4205081.24479442
1109,6018138.133919201
1110,3962968.330535636
1111,4839433.265116335
1112,4386202.392180639
1113,4226191.111310589
1114,4469837.668408276
1115,4123026.343976044
1116,5147309.063200142
1117,4640613.581930746
1118,5301111.811127571
1119,4226191.111310589
1120,4469889.2713806555
1121,3925407.144470231
1122,4519267.112754447
1123,8310067.170272627
1124,5394943.154719046
1125,5290405.587725455
1126,5128734.008633958
1127,4450096.630563794
1128,5963773.208818296
1129,5659077.120272611
1130,4386033.232944527
1131,5658583.942687474
1132,3659011.6207844424
1133,5005478.239224112
1134,5722346.491762257
1135,3904732.2223526533
1136,5769334.476738195
1137,4394777.143727861
1138,4226191.111310589
1139,5160624.019186517
1140,5116631.249560451
1141,5887327.482803935
1142,5581537.247296343
1143,4577058.366161972
1144,3771633.853757351
1145,4520178.639123244
1146,5726645.686871683
1147,5398267.47943662
1148,4565794.631040062
1149,8081467.189769828
1150,5737615.942663464
1151,3649349.4642442996
1152,4645769.912830961
1153,4932745.399354804
1154,3514857.6142404824
1155,3649349.4642442996
1156,4577058.366161972
1157,5254381.355979767
1158,6651699.807295034
1159,6035445.732978403
1160,5814462.94818084
1161,5129016.040464025
1162,6592097.540658338
1163,3689573.384416714
1164,5764045.770931229
1165,3910509.049476784
1166,4841427.882741311
1167,5427004.549433998
1168,3858227.149824668
1169,4506718.293986595
1170,4186901.7089650244
1171,4697814.780055335
1172,3649349.4642442996
1173,5222084.154493109
1174,3659011.6207844424
1175,4248491.201531524
1176,4344301.325632141
1177,5729371.376713251
1178,5749835.501755961
1179,5148264.220473579
1180,5684248.367197016
1181,4614926.616009278
1182,5898605.559338189
1183,5745771.494054588
1184,3910509.049476784
1185,4226191.111310589
1186,4824448.189325028
1187,3649349.4642442996
1188,8310067.170272627
1189,4469837.668408276
1190,4506594.347357671
1191,7771491.346819855
1192,6579346.754486204
1193,3938441.309487822
1194,8310067.170272627
1195,5773457.917986271
1196,3538649.6707444903
1197,5523199.495834647
1198,4278018.2729898235
1199,3937459.8090926097
1200,11439793.5379392
1201,5307075.372419629
1202,5151904.974835192
1203,4191243.529349585
1204,4431726.777247998
1205,4506718.293986595
1206,5169761.9764571125
1207,4208312.879123937
1208,4150598.751462429
1209,4670219.669407589
1210,4540214.955606893
1211,9527315.120226452
1212,4236042.866540627
1213,4912699.43029329
1214,4603425.164323897
1215,4353389.676637076
1216,5540080.734299276
1217,4519161.199835432
1218,4776403.6741486965
1219,4141404.571397133
1220,3910509.049476784
1221,5743149.251071755
1222,5749527.968107003
1223,4753274.217604582
1224,4776403.6741486965
1225,4824448.189325028
1226,4305585.159221367
1227,8310067.170272627
1228,4205081.24479442
1229,4414232.594873182
1230,4291676.729361077
1231,5149083.1240302585
1232,3726562.646366429
1233,5660362.392278931
1234,5095821.276570234
1235,4326924.53061433
1236,5661811.729435545
1237,3659011.6207844424
1238,5523205.213103124
1239,5861368.493408952
1240,5423827.867573832
1241,4603425.164323897
1242,5332281.236992242
1243,4595383.541204385
1244,4540214.955606893
1245,5774787.587335524
1246,4326924.53061433
1247,6963564.698431156
1248,3857465.605765109
1249,4932745.399354804
1250,4469837.668408276
1251,4205081.24479442
1252,5704041.337475556
1253,4794668.964210983
1254,4987488.6978720315
1255,3786067.517912431
1256,5650893.593456941
1257,5329883.087283289
1258,4994656.755333096
1259,4205081.24479442
1260,4547074.77364041
1261,4594050.535103252
1262,5341182.557623969
1263,4319056.869055577
1264,4723140.172214706
1265,3925407.144470231
1266,4236042.866540627
1267,5163740.15454066
1268,3808028.785273707
1269,4731968.706173401
1270,3687874.795413578
1271,4730590.650622058
1272,4666083.218144764
1273,3677532.780467944
1274,4854906.143318018
1275,4666229.094925481
1276,4054778.769551637
1277,4284689.005723018
1278,4236042.866540627
1279,3659011.6207844424
1280,4639365.641155665
1281,4783514.124321069
1282,3910466.889898837
1283,4052640.771976012
1284,4814457.723494341
1285,4307801.445197555
1286,3486349.58179313
1287,4365298.954787158
1288,5443149.521626141
1289,4545350.54605301
1290,5662688.095256591
1291,5632869.626732529
1292,6078355.014857492
1293,4603737.784914626
1294,5534581.411464588
1295,4645769.912830961
1296,4506718.293986595
1297,4249950.692685339
1298,4985995.815844605
1299,4224389.227329349
1300,4665217.8047575215
1301,4224389.227329349
1302,4459090.485624913
1303,5336425.350698825
1304,6559104.035134625
1305,4814457.723494341
1306,4506718.293986595
1307,5918171.67403552
1308,6291289.04592461
1309,3917697.7370782713
1310,4824448.189325028
1311,4360993.214265454
1312,4674387.324361016
1313,4284689.005723018
1314,4932745.399354804
1315,3960104.947224272
1316,4577058.366161972
1317,5313161.947944127
1318,5163740.15454066
1319,4522654.649283058
1320,4285184.546257779
1321,4054778.769551637
1322,4469837.668408276
1323,3904732.2223526533
1324,4815976.872898741
1325,4306631.8563847095
1326,5975574.832341176
1327,5640983.76891708
1328,5049975.765452255
1329,5469782.67222901
1330,4994656.755333096
1331,3659011.6207844424
1332,5791202.237828724
1333,5296197.721791188
1334,3846181.162783499
1335,5380133.470618391
1336,3659011.6207844424
1337,5737926.356076912
1338,3935782.697504792
1339,4296687.444134696
1340,4287317.115192116
1341,5580854.021885277
1342,4771414.693606957
