Id,Prediction
389,5291901.208026006
390,4937246.130098017
391,4264866.711254031
392,5083199.910717111
393,3200050.163926542
394,4937246.130098017
395,2339153.079816182
396,3860341.953511893
397,5015766.391453974
398,3785605.5389153757
399,4135597.1786677865
400,2098968.012706923
401,2318716.3740117117
402,4052195.2664466356
403,2045874.1550140732
404,3231082.7803239347
405,3785605.5389153757
406,4736941.795678567
407,3156871.9726621127
408,1921469.277839941
409,3199874.622781354
410,3378276.9533143546
411,6598553.220792545
412,2021575.9580421103
413,3851674.568359294
414,4666492.913240948
415,4555812.788806399
416,3818472.2727034837
417,3135672.9593414436
418,3785605.5389153757
419,4793952.057119179
420,2797641.222231321
421,3640405.9822901017
422,4106553.890433752
423,2699355.3898629323
424,5983917.569417271
425,5860125.6241171425
426,4846604.321278891
427,3431143.912218484
428,4903676.5448162025
429,3455206.287200916
430,3062441.591353173
431,3417001.7888884586
432,3080605.826843616
433,4636592.305859796
434,7818717.857947117
435,4111069.047132714
436,4320616.8761599315
437,3183710.7521967203
438,1977599.1234063995
439,3777456.7723567323
440,4909606.144122525
441,6054019.294381991
442,2743592.4868430123
443,3772564.8619994316
444,3978460.998450644
445,4228456.258003023
446,3495546.9293704582
447,3310350.6571542914
448,6505253.960416638
449,11576310.437220441
450,2982781.231263739
451,2743592.4868430123
452,4767789.038429321
453,4140438.177451194
454,3226811.245017422
455,3335418.4195338595
456,2520231.6326082996
457,3450692.5202031923
458,4571210.582735834
459,1921469.277839941
460,6838905.847856266
461,1690292.1840349778
462,3495546.9293704582
463,4042894.5068288306
464,7441651.842573955
465,3139696.0779877994
466,4015178.07178173
467,3308097.390940504
468,1977599.1234063995
469,4106857.410600308
470,3095147.6269090297
471,3914824.802426981
472,2098968.012706923
473,3785605.5389153757
474,4235168.347779242
475,3531473.424230477
476,2041758.2665894937
477,5637303.46365524
478,3544144.229831854
479,3301004.3311872343
480,5202072.36520027
481,12269448.56935692
482,5271564.827497987
483,5134865.228556663
484,4909606.144122525
485,3785605.5389153757
486,2470198.8378926804
487,6473912.203941274
488,4344645.198276544
489,3378276.9533143546
490,4788251.484943645
491,3183710.7521967203
492,4132083.400711743
493,4853749.78736106
494,3920239.8651411477
495,3135672.9593414436
496,6054019.294381991
497,2850657.701243617
498,3531473.424230477
499,3827896.4859522227
500,3339049.5214600484
501,3378276.9533143546
502,3530776.4702005205
503,3833065.4719566377
504,6598553.220792545
505,4557505.591701689
506,4467976.008536822
507,4374935.453142808
508,3651980.771288666
509,5501131.466019346
510,3672314.1493281834
511,5595643.678607465
512,1921469.277839941
513,2855311.7851456287
514,2743592.4868430123
515,2564294.0271821613
516,2166622.2566307704
517,4538223.31110463
518,3399215.339162576
519,3640405.9822901017
520,5930144.260200177
521,5931199.660285957
522,3998348.796378878
523,5015252.100494753
524,3038266.224663489
525,4704114.21665032
526,3408846.9073072704
527,6199963.808521361
528,7441651.842573955
529,4557505.591701689
530,3183710.7521967203
531,6054019.294381991
532,5833961.764218811
533,3233619.8421446923
534,5853851.853614852
535,3095147.6269090297
536,4846604.321278891
537,3743340.1729748705
538,2564294.0271821613
539,3895985.0999196176
540,3606270.7023191466
541,4025922.640308611
542,4857290.270955988
543,4309726.58349946
544,3785605.5389153757
545,3389587.062507097
546,2564294.0271821613
547,4317427.977523864
548,3367090.8591128234
549,3709488.6471088966
550,3399215.339162576
551,3374524.8990885695
552,5836137.091487354
553,4142734.9262774764
554,4739585.314939157
555,3777456.7723567323
556,1921469.277839941
557,4485446.5688746665
558,3373875.5126563604
559,2520231.6326082996
560,3785605.5389153757
561,4326705.600992153
562,3522177.945657512
563,4829530.7076474205
564,4789847.6823212765
565,4807838.074046174
566,2685283.7682704898
567,5836576.334517651
568,3154813.9810822424
569,3095719.946258153
570,4445553.12516415
571,3699504.858261274
572,2561332.2122450927
573,5271564.827497987
574,3737273.991166014
575,2688822.2255550465
576,12269448.56935692
577,5083199.910717111
578,5751092.374855405
579,3409537.328008531
580,2980861.218572874
581,4525228.94327187
582,4066662.5189139345
583,6689327.710337139
584,5719245.864515064
585,3102104.865674709
586,3378276.9533143546
587,2878799.7903894163
588,3728137.6238672757
589,4429267.251378922
590,5836576.334517651
591,3389587.062507097
592,1977599.1234063995
593,4801470.992602669
594,3233619.8421446923
595,3032513.650588428
596,4609790.981153839
597,4511422.131101866
598,3840538.960607719
599,4502090.321445171
600,1690292.1840349778
601,5664958.542924164
602,4231702.89750278
603,2166622.2566307704
604,2774420.5944521655
605,3531473.424230477
606,3531473.424230477
607,2743592.4868430123
608,2999425.27559182
609,7818717.857947117
610,7042675.6451991275
611,3183710.7521967203
612,3431143.912218484
613,3663837.633215683
614,4937246.130098017
615,3038538.3920713747
616,3962158.2360842265
617,3677261.174360522
618,4751396.6231112415
619,6583550.319514208
620,4846604.321278891
621,4207962.856406486
622,3364211.3450771705
623,7818717.857947117
624,2887664.4981438243
625,4303069.603552507
626,2957683.5541583393
627,4422556.997215166
628,3425985.883043041
629,7818717.857947117
630,5698075.2173455
631,3504975.150744733
632,4379171.766250333
633,6054019.294381991
634,2052816.423591955
635,4233085.6364363935
636,3495546.9293704582
637,3530776.4702005205
638,4666801.602410835
639,4506567.660439833
640,3951362.1216295003
641,6009683.954841827
642,3761963.6626028507
643,4205971.467134011
644,4907694.093482104
645,2562514.0731209926
646,2585034.10596052
647,3378276.9533143546
648,3093053.8977335063
649,3999138.478148478
650,2166622.2566307704
651,5793006.492273291
652,1690292.1840349778
653,7818717.857947117
654,2981887.2641964057
655,2762714.5474841422
656,2439672.97367795
657,4374598.638052729
658,3770043.832631205
659,2166622.2566307704
660,4314543.348388887
661,4191427.7320923028
662,2982781.231263739
663,5204024.137687824
664,3530776.4702005205
665,3417303.575559435
666,4937246.130098017
667,4806567.743671386
668,3060257.467214167
669,2648967.7263101283
670,4827565.604137521
671,4326705.600992153
672,4132083.400711743
673,3258454.692583818
674,3703305.466725416
675,3649263.254265152
676,5595643.678607465
677,4846604.321278891
678,3028182.308619924
679,4752427.652333041
680,2685283.7682704898
681,3777456.7723567323
682,2564294.0271821613
683,4214639.084271146
684,3495546.9293704582
685,4713663.352023343
686,4588525.741159604
687,2599066.1341463677
688,4432530.501649951
689,5137419.393983932
690,3765387.6407922907
691,2984454.782137718
692,3863055.0009553395
693,4514840.405108672
694,3452834.4191184244
695,2635442.662781285
696,3378276.9533143546
697,4557505.591701689
698,3448296.338334055
699,3945053.0796944867
700,4223984.611856327
701,3425985.883043041
702,3007231.737057395
703,4086734.424815446
704,4857290.270955988
705,5983917.569417271
706,4148241.474823504
707,3264419.905690817
708,3837239.328408789
709,2878799.7903894163
710,3482714.7560090106
711,7310239.455732898
712,3431143.912218484
713,2318716.3740117117
714,3572780.723604437
715,2520231.6326082996
716,2611400.6682169735
717,5101019.367533946
718,4161167.4787388737
719,5779633.236290397
720,3867915.743390112
721,4696578.315228281
722,5083199.910717111
723,3099981.8709219485
724,3302141.945084377
725,4020847.3656451376
726,3768557.918809366
727,3301004.3311872343
728,6297392.761672964
729,3495546.9293704582
730,3378276.9533143546
731,4206055.104445452
732,4481495.336586633
733,12269448.56935692
734,4106702.779723798
735,4238932.012401874
736,3663837.633215683
737,3302141.945084377
738,3987009.5897059855
739,3539088.2359308074
740,3806041.280064143
741,4088847.5991472458
742,4630251.392226973
743,4317427.977523864
744,4676965.679185837
745,4272564.881841402
746,3570150.5237148805
747,7639840.829263431
748,4722072.393513265
749,3028892.5303065195
750,3495546.9293704582
751,2699355.3898629323
752,3127772.496178268
753,2494859.6984188124
754,2685283.7682704898
755,3231082.7803239347
756,3378276.9533143546
757,3877256.7528639133
758,4788251.484943645
759,5595643.678607465
760,3760259.260881667
761,4063174.3373686443
762,3614181.9197278665
763,2520231.6326082996
764,3677261.174360522
765,4640401.823396457
766,3743879.0838071145
767,4048942.91866296
768,3417001.7888884586
769,3911125.538389536
770,3843127.9231925546
771,3399215.339162576
772,2021575.9580421103
773,3301004.3311872343
774,4846604.321278891
775,4132083.400711743
776,3378276.9533143546
777,3431143.912218484
778,4944826.876249244
779,2564294.0271821613
780,3495546.9293704582
781,4414712.238443984
782,5569627.734155913
783,3495546.9293704582
784,3984611.573342796
785,4236803.983354452
786,5555999.108873722
787,5351933.492142515
788,3785605.5389153757
789,3495546.9293704582
790,2611400.6682169735
791,2957683.5541583393
792,2437119.991863832
793,1921469.277839941
794,3378276.9533143546
795,3869513.709527838
796,2166622.2566307704
797,2743592.4868430123
798,3051061.5175946783
799,5865229.013051791
800,4038203.6217056043
801,5656544.141714104
802,4212994.423435378
803,3737273.991166014
804,3211060.9564502593
805,4780062.151337814
806,4704114.21665032
807,5351933.492142515
808,3685148.182246906
809,2052816.423591955
810,6553528.153605705
811,2520231.6326082996
812,7818717.857947117
813,3431143.912218484
814,3033955.888304156
815,5058356.676636902
816,5015766.391453974
817,4741898.110846282
818,3135834.103848982
819,5078271.721649859
820,4303888.424039209
821,5115199.107387684
822,3987009.5897059855
823,3264146.495556298
824,3743340.1729748705
825,3200050.163926542
826,3624904.608210461
827,3531473.424230477
828,4641733.531527233
829,2878799.7903894163
830,3890209.267785991
831,4314543.348388887
832,4445553.12516415
833,4169840.840402936
834,3651037.512694073
835,2611400.6682169735
836,2562514.0731209926
837,3737273.991166014
838,3319771.5979852662
839,2835321.0257290322
840,5063357.429150641
841,2566108.956838267
842,7441651.842573955
843,3384278.7955560302
844,4052068.3382561584
845,4913463.015153455
846,4352865.017565098
847,4975214.842688511
848,2685283.7682704898
849,4661488.094535298
850,4063603.106327168
851,3785605.5389153757
852,2470198.8378926804
853,3242801.571706885
854,4154410.7882065107
855,3378276.9533143546
856,4683272.10415512
857,6971335.871034872
858,4865730.1033120835
859,6553528.153605705
860,3997214.8298868253
861,4788251.484943645
862,5101019.367533946
863,3038266.224663489
864,6299123.898791651
865,7441826.523421959
866,3231082.7803239347
867,4846604.321278891
868,4557505.591701689
869,4304216.914836209
870,3819916.264660186
871,3663837.633215683
872,4625450.66935072
873,3335418.4195338595
874,3833286.2215748094
875,3987009.5897059855
876,3406003.814512546
877,6598553.220792545
878,2648967.7263101283
879,6642667.60478414
880,1921469.277839941
881,3199874.622781354
882,3659361.84222366
883,3021787.8447799673
884,3302141.945084377
885,4709255.819077047
886,3045154.5054216287
887,4182850.3780942936
888,3511510.121820637
889,4115471.6904123863
890,4191427.7320923028
891,2021575.9580421103
892,6054019.294381991
893,6597743.162027398
894,7818717.857947117
895,3785605.5389153757
896,3962158.2360842265
897,3530776.4702005205
898,6553528.153605705
899,5698075.2173455
900,3050261.5987942596
901,3075467.638906823
902,5830329.959585593
903,4549840.425099349
904,3431143.912218484
905,4318801.48662413
906,3222544.2620568494
907,3425843.4588768124
908,4199459.362798829
909,3062441.591353173
910,6054019.294381991
911,4347421.6456909105
912,3431143.912218484
913,3926336.243991855
914,5943631.166893563
915,4751396.6231112415
916,2956716.0720132687
917,6777250.0005700765
918,3829525.6136705275
919,3109558.204848272
920,3431143.912218484
921,4741898.110846282
922,5610436.172225551
923,4191968.8707613084
924,4781277.575498267
925,4793952.057119179
926,3869513.709527838
927,3777456.7723567323
928,1690292.1840349778
929,2607448.9962862786
930,3250164.3746941793
931,3760259.260881667
932,2172716.435791295
933,4295836.033284999
934,2878799.7903894163
935,2444298.837330699
936,4810910.43562206
937,3302141.945084377
938,4659482.910126364
939,4793952.057119179
940,3878761.3512239815
941,3895666.397190853
942,4058138.9439246827
943,4793952.057119179
944,4066080.7700869543
945,2047925.9591873775
946,4490598.059455974
947,4717580.026675974
948,4337223.375816601
949,2301207.556935695
950,5871240.461095238
951,5063357.429150641
952,2345061.961704876
953,5078271.721649859
954,4150509.803245968
955,4659482.910126364
956,4422556.997215166
957,4226485.671669763
958,5096885.711457174
959,4846604.321278891
960,5692103.182049373
961,3962158.2360842265
962,1690292.1840349778
963,4248720.632923255
964,4278231.048355131
965,5063357.429150641
966,3583892.3097136742
967,4199459.362798829
968,2743592.4868430123
969,1977599.1234063995
970,2876242.172783997
971,1967413.6386368691
972,4621397.034851754
973,3065204.127498711
974,4073031.1365928566
975,3378276.9533143546
976,4741898.110846282
977,6711597.287148965
978,4937246.130098017
979,3194991.552713051
980,3099981.8709219485
981,3180030.5304517234
982,3399215.339162576
983,4852720.082469562
984,5577221.86685951
985,5564200.1750336755
986,4166239.566096811
987,4409537.642235549
988,6333936.399557099
989,2878799.7903894163
990,12269448.56935692
991,2338977.533811158
992,3250921.3483759183
993,3987009.5897059855
994,8158489.359560261
995,3250436.796346501
996,5836576.334517651
997,4490598.059455974
998,6598553.220792545
999,4937246.130098017
1000,3050261.5987942596
1001,5093893.864865395
1002,2878799.7903894163
1003,4166239.566096811
1004,4780245.126165935
1005,3952455.159855603
1006,4452765.515724786
1007,3814267.828922251
1008,4743987.589335641
1009,3367090.8591128234
1010,2566108.956838267
1011,3036170.1173963943
1012,3216329.657307036
1013,3495546.9293704582
1014,5674311.358740634
1015,4132083.400711743
1016,6054019.294381991
1017,3744045.992821556
1018,3379983.29694506
1019,3655329.4547327375
1020,3141179.516498077
1021,3537762.8610093123
1022,5772768.859317576
1023,4371958.742138787
1024,3156871.9726621127
1025,3785605.5389153757
1026,4722673.49972125
1027,5257688.741463451
1028,6054019.294381991
1029,3263149.0354684284
1030,3677261.174360522
1031,2956716.0720132687
1032,2960587.769700454
1033,2216134.9615910645
1034,3765290.023407854
1035,2878799.7903894163
1036,3901776.1153160715
1037,3412389.1729855067
1038,5600556.401105817
1039,5929895.984772755
1040,3785605.5389153757
1041,4793952.057119179
1042,2561332.2122450927
1043,5860815.017152586
1044,6478597.789651859
1045,4154056.605778492
1046,5684988.237953989
1047,4751144.286045487
1048,3466886.93994912
1049,4542677.165225544
1050,4722673.49972125
1051,4937246.130098017
1052,2166622.2566307704
1053,2685283.7682704898
1054,7042675.6451991275
1055,1921469.277839941
1056,4278231.048355131
1057,4490598.059455974
1058,3332755.91695263
1059,4326705.600992153
1060,3659361.84222366
1061,3362579.183987325
1062,4317427.977523864
1063,4789847.6823212765
1064,4588525.741159604
1065,4460845.845886069
1066,7639840.829263431
1067,4407810.343599827
1068,3083191.3807867616
1069,5719245.864515064
1070,4857290.270955988
1071,5063357.429150641
1072,4409537.642235549
1073,4765415.870789029
1074,4150509.803245968
1075,4568373.823645946
1076,2564294.0271821613
1077,3530776.4702005205
1078,2743592.4868430123
1079,4565218.599080589
1080,5684988.237953989
1081,3105575.748630429
1082,3154813.9810822424
1083,4048942.91866296
1084,3039146.5796277416
1085,2925502.080477737
1086,5103339.75021498
1087,3050261.5987942596
1088,3038266.224663489
1089,1921469.277839941
1090,6054019.294381991
1091,6054019.294381991
1092,4937246.130098017
1093,5074023.148360607
1094,2347053.3504247516
1095,2460526.3775904193
1096,3233443.6214579325
1097,4846604.321278891
1098,3495546.9293704582
1099,5663245.8089371715
1100,5202072.36520027
1101,3703305.466725416
1102,2021575.9580421103
1103,3378276.9533143546
1104,3895666.397190853
1105,3234513.5164470905
1106,5312357.633250896
1107,3619150.8536907295
1108,3378276.9533143546
1109,6532573.803866325
1110,3060257.467214167
1111,4478250.053300321
1112,3191794.9166440507
1113,4846604.321278891
1114,3431143.912218484
1115,3503076.003563122
1116,2957683.5541583393
1117,4588525.741159604
1118,4390820.5948550105
1119,4846604.321278891
1120,4076958.5889016185
1121,2098968.012706923
1122,3728137.6238672757
1123,4207962.856406486
1124,4595762.164237517
1125,2172716.435791295
1126,3640405.9822901017
1127,2774420.5944521655
1128,6455834.0304896245
1129,3765290.023407854
1130,5063357.429150641
1131,6299123.898791651
1132,2685283.7682704898
1133,6553528.153605705
1134,4037944.14288435
1135,2589104.8959465055
1136,3796725.359168531
1137,4774894.465330074
1138,4846604.321278891
1139,5595643.678607465
1140,1920255.1482393253
1141,4903770.289163596
1142,4345944.091634288
1143,3895666.397190853
1144,2524730.3412921173
1145,4313349.6805462185
1146,5751092.374855405
1147,1690292.1840349778
1148,3760259.260881667
1149,4445553.12516415
1150,4619699.213293364
1151,3183710.7521967203
1152,3300569.2443098896
1153,4079325.194737136
1154,2439672.97367795
1155,3183710.7521967203
1156,3895666.397190853
1157,3596611.1894967705
1158,4419897.734106933
1159,6663881.979800946
1160,6711597.287148965
1161,3640405.9822901017
1162,3888306.754915203
1163,2611400.6682169735
1164,4887319.905582473
1165,2743592.4868430123
1166,4857290.270955988
1167,4097853.47139782
1168,3254348.749084354
1169,3785605.5389153757
1170,3339049.5214600484
1171,2957878.41135183
1172,3183710.7521967203
1173,4671629.813079616
1174,2685283.7682704898
1175,3399215.339162576
1176,3064447.359703453
1177,4500226.976497819
1178,6434344.438453906
1179,3658650.7909943266
1180,4142185.884082816
1181,5015766.391453974
1182,4751396.6231112415
1183,3284173.870014456
1184,2743592.4868430123
1185,4846604.321278891
1186,5983917.569417271
1187,3183710.7521967203
1188,4207962.856406486
1189,3431143.912218484
1190,5083199.910717111
1191,4256548.766747131
1192,4033444.3860867536
1193,2721034.675443834
1194,4207962.856406486
1195,3827405.2835344635
1196,2520231.6326082996
1197,5280295.323488445
1198,2566108.956838267
1199,2338977.533811158
1200,12269448.56935692
1201,4237913.342174852
1202,7818717.857947117
1203,3231082.7803239347
1204,4109569.31907996
1205,3785605.5389153757
1206,5923454.273359524
1207,3378276.9533143546
1208,3440018.745112863
1209,3850167.9932966353
1210,4132083.400711743
1211,6364605.927433173
1212,3530776.4702005205
1213,4248720.632923255
1214,3977907.7061570915
1215,3573678.600982121
1216,4166239.566096811
1217,4348520.78256924
1218,4793952.057119179
1219,3354735.689693796
1220,2743592.4868430123
1221,6829967.335132906
1222,3699504.858261274
1223,3046296.635976168
1224,4793952.057119179
1225,5983917.569417271
1226,3659361.84222366
1227,4207962.856406486
1228,3378276.9533143546
1229,3797587.377682502
1230,3998348.796378878
1231,5847644.177369931
1232,2040475.7002801863
1233,4513572.365572073
1234,4326705.600992153
1235,2878799.7903894163
1236,5713317.958769058
1237,2685283.7682704898
1238,4647161.365381019
1239,6429490.641758032
1240,4360557.685237838
1241,3977907.7061570915
1242,4636592.305859796
1243,4623131.589608218
1244,4132083.400711743
1245,4371958.742138787
1246,2878799.7903894163
1247,3777456.7723567323
1248,3060660.1284822687
1249,4079325.194737136
1250,3431143.912218484
1251,3378276.9533143546
1252,4006526.146960607
1253,3062177.821764034
1254,6689327.710337139
1255,2488801.193748193
1256,4818919.562577643
1257,4156235.6218000064
1258,6054019.294381991
1259,3378276.9533143546
1260,3764944.7353644627
1261,3871764.6789628365
1262,4738608.27653069
1263,3067959.009576904
1264,3610082.0328648896
1265,2098968.012706923
1266,3530776.4702005205
1267,6642667.60478414
1268,2625849.3077379656
1269,5516796.957081566
1270,1921469.277839941
1271,4317427.977523864
1272,4726360.352017891
1273,2562514.0731209926
1274,5684988.237953989
1275,3869513.709527838
1276,4514840.405108672
1277,4741898.110846282
1278,3530776.4702005205
1279,2685283.7682704898
1280,3655211.36007538
1281,3374524.8990885695
1282,3156871.9726621127
1283,2527953.179094993
1284,4439319.9813641645
1285,4191968.8707613084
1286,2699355.3898629323
1287,3028218.1907213284
1288,5103339.75021498
1289,3768557.918809366
1290,5810494.875895679
1291,5257688.741463451
1292,4314543.348388887
1293,4788251.484943645
1294,4367330.584573093
1295,3300569.2443098896
1296,3785605.5389153757
1297,3689599.720336395
1298,2982781.231263739
1299,3531473.424230477
1300,4937246.130098017
1301,3531473.424230477
1302,3961333.1172000985
1303,5016062.223848198
1304,5056453.4354292955
1305,4439319.9813641645
1306,3785605.5389153757
1307,5994090.492071558
1308,2575997.1093112426
1309,3038538.3920713747
1310,5983917.569417271
1311,4810910.43562206
1312,5271564.827497987
1313,4741898.110846282
1314,4079325.194737136
1315,3028892.5303065195
1316,3895666.397190853
1317,6838905.847856266
