Id,SalePrice
1634,178556.0
1635,178290.34
1636,162383.53
1637,177771.0
1638,217086.38
1639,177374.5
1640,253346.91
1641,177751.35
1642,227576.88
1643,224778.83
1644,227652.21
1645,175543.0
1646,149262.24
1647,168637.22
1648,142713.12
1649,140165.5
1650,125223.5
1651,128476.0
1652,93283.0
1653,97783.0
1654,157005.82
1655,154962.5
1656,149789.0
1657,155687.5
1658,154441.52
1659,156286.3
1660,147511.82
1661,423399.37
1662,369291.92
1663,370136.64
1664,406531.76
1665,317308.65
1666,342357.56
1667,358912.94
1668,322526.69
1669,288183.96
1670,337165.58
1671,274175.05
1672,401807.45
1673,306839.02
1674,253376.51
1675,177347.51
1676,181794.08
1677,206094.68
1678,416065.1
1679,363037.05
1680,314599.14
1681,259794.35
1682,305921.2
1683,188539.45
1684,172843.04
1685,170914.19
1686,166233.0
1687,167025.84
1688,186878.65
1689,188381.35
1690,183996.29
1691,173177.95
1692,266382.9
1693,167767.78
1694,180344.55
1695,170366.54
1696,267023.97
1697,171875.32
1698,347721.15
1699,308147.35
1700,237435.53
1701,262040.18
1702,265965.53
1703,260714.84
1704,316163.17
1705,221569.0
1706,369332.5
1707,210913.68
1708,211723.94
1709,283343.68
1710,224167.59
1711,259727.15
1712,236733.13
1713,266866.41
1714,220950.0
1715,199183.35
1716,188356.66
1717,178416.18
1718,136474.42
1719,198762.1
1720,248620.33
1721,182473.3
1722,129012.05
1723,156644.4
1724,218194.21
1725,232693.21
1726,178899.5
1727,170238.82
1728,187586.7
1729,164911.27
1730,156858.93
1731,133359.5
1732,131514.83
1733,124776.16
1734,132375.0
1735,133381.0
1736,119066.33
1737,353293.83
1738,212888.81
1739,273060.37
1740,186882.72
1741,177506.47
1742,175697.0
1743,174068.85
1744,321288.31
1745,234390.32
1746,253950.39
1747,227822.19
1748,207387.7
1749,158778.9
1750,147692.59
1751,236972.2
1752,124237.83
1753,150101.82
1754,222937.8
1755,161691.37
1756,127195.33
1757,122106.5
1758,146028.5
1759,180527.5
1760,160774.56
1761,157977.74
1762,170728.53
1763,160333.8
1764,122198.92
1765,174739.78
1766,168881.78
1767,208026.22
1768,138836.25
1769,175489.07
1770,140833.5
1771,135301.0
1772,148687.37
1773,139667.25
1774,137246.67
1775,134029.35
1776,126740.25
1777,118239.0
1778,129963.75
1779,113649.93
1780,176838.47
1781,133028.5
1782,100712.35
1783,125944.29
1784,97069.27
1785,124437.76
1786,151802.1
1787,176122.25
1788,55085.44
1789,97662.76
1790,92446.87
1791,160454.63
1792,157578.65
1793,135657.0
1794,140468.25
1795,140727.83
1796,119586.27
1797,114064.97
1798,124647.08
1799,116065.83
1800,117330.26
1801,135262.26
1802,154370.67
1803,151592.5
1804,141572.0
1805,131548.83
1806,117727.14
1807,151046.64
1808,115184.93
1809,123567.3
1810,147317.18
1811,126419.87
1812,112204.63
1813,121326.29
1814,106175.76
1815,58437.77
1816,105075.0
1817,128562.98
1818,146312.7
1819,113858.04
1820,79380.73
1821,131369.58
1822,155725.3
1823,55340.79
1824,133766.0
1825,138666.63
1826,103277.5
1827,112620.76
1828,138130.18
1829,115845.0
1830,145299.75
1831,185025.14
1832,116395.08
1833,147448.0
1834,137702.26
1835,157704.19
1836,133531.32
1837,103233.5
1838,132503.5
1839,86748.0
1840,161688.58
1841,154028.72
1842,85449.97
1843,139791.0
1844,134197.43
1845,146756.91
1846,146388.87
1847,154662.94
1848,54215.77
1849,116960.44
1850,131704.59
1851,155437.4
1852,132330.25
1853,133355.86
1854,174179.39
1855,139454.43
1856,214274.9
1857,158617.61
1858,136286.73
1859,121502.5
1860,157009.15
1861,120712.12
1862,278371.76
1863,274853.77
1864,274853.77
1865,330162.66
1866,319938.29
1867,253156.94
1868,313041.49
1869,203777.77
1870,247609.86
1871,245741.28
1872,170261.04
1873,220237.12
1874,141300.0
1875,210160.81
1876,191244.5
1877,219632.66
1878,203504.02
1879,132277.5
1880,136729.0
1881,257814.15
1882,255163.88
1883,194028.0
1884,221489.87
1885,260611.32
1886,299325.31
1887,208307.85
1888,295044.37
1889,167166.28
1890,141404.37
1891,139666.02
1892,112651.09
1893,137376.75
1894,133525.17
1895,150221.0
1896,124685.0
1897,109051.66
1898,107245.04
1899,128931.5
1900,146756.27
1901,166855.8
1902,136092.0
1903,227647.68
1904,134763.83
1905,175050.54
1906,151260.18
1907,201742.2
1908,114636.45
1909,135831.5
1910,124102.5
1911,197686.2
1912,273558.44
1913,161768.23
1914,60722.53
1915,326371.94
1916,69803.04
1917,259967.55
1918,134841.83
1919,154244.61
1920,156383.76
1921,387593.41
1922,324213.73
1923,203819.6
1924,237209.1
1925,217141.89
1926,387000.11
1927,139629.33
1928,165035.32
1929,129742.33
1930,121097.43
1931,137803.0
1932,136673.64
1933,173718.84
1934,181758.15
1935,176324.69
1936,189137.0
1937,186691.55
1938,169938.21
1939,239910.45
1940,197328.4
1941,177364.19
1942,189817.35
1943,192346.4
1944,318039.55
1945,361187.41
1946,168678.34
1947,287322.62
1948,172590.77
1949,244642.54
1950,183232.85
1951,292561.85
1952,242159.77
1953,159284.4
1954,204898.4
1955,133300.6
1956,292129.87
1957,163976.14
1958,316106.05
1959,140774.68
1960,122820.5
1961,125198.5
1962,95232.0
1963,104287.0
1964,112248.83
1965,152055.25
1966,158157.05
1967,278447.33
1968,382184.41
1969,377669.25
1970,422285.36
1971,410557.38
1972,366356.31
1973,271577.16
1974,317792.87
1975,407458.46
1976,271674.92
1977,346392.26
1978,350997.45
1979,317099.08
1980,189943.93
1981,336844.02
1982,225658.5
1983,214540.79
1984,167414.45
1985,221182.99
1986,224216.56
1987,177676.29
1988,178875.89
1989,190755.45
1990,223255.39
1991,210911.75
1992,208841.9
1993,173327.85
1994,245226.48
1995,183959.7
1996,249787.21
1997,307022.99
1998,349329.3
1999,245922.02
2000,304684.79
2001,254056.06
2002,240661.96
2003,257969.56
2004,270609.9
2005,218056.38
2006,220568.11
2007,257178.8
2008,193440.5
2009,187352.5
2010,191644.1
2011,146068.48
2012,177002.36
2013,181093.75
2014,188438.5
2015,197735.75
2016,189769.32
2017,200067.78
2018,126128.16
2019,134424.33
2020,114474.99
2021,114729.99
2022,184347.5
2023,147079.1
2024,227367.7
2025,383317.79
2026,175694.78
2027,146167.22
2028,170940.29
2029,172476.67
2030,271586.78
2031,240120.82
2032,255549.13
2033,271628.01
2034,167135.02
2035,201787.5
2036,199532.7
2037,202138.33
2038,326542.61
2039,217479.0
2040,392095.27
2041,276634.7
2042,191459.78
2043,164145.0
2044,172237.5
2045,236259.62
2046,139540.83
2047,154015.58
2048,133289.0
2049,139771.85
2050,175727.0
2051,104428.83
2052,145115.0
2053,145541.5
2054,86912.0
2055,159266.44
2056,119029.93
2057,125599.0
2058,225174.5
2059,125725.5
2060,171756.72
2061,176967.5
2062,137174.08
2063,118279.34
2064,141277.5
2065,120959.43
2066,173366.92
2067,125547.48
2068,139398.48
2069,89491.69
2070,110346.03
2071,97367.26
2072,129281.6
2073,139212.87
2074,177043.76
2075,145762.25
2076,125312.41
2077,151752.75
2078,131287.16
2079,130151.25
2080,116094.52
2081,121606.83
2082,131102.82
2083,146176.82
2084,113450.6
2085,133091.58
2086,108013.84
2087,121926.29
2088,108700.61
2089,92484.11
2090,136878.99
2091,131005.93
2092,142080.09
2093,139737.95
2094,129366.0
2095,149591.5
2096,91749.86
2097,99380.16
2098,145790.96
2099,56936.2
2100,119805.02
2101,129885.37
2102,146236.4
2103,106742.84
2104,133808.8
2105,139217.56
2106,74567.94
2107,234149.65
2108,122197.52
2109,121525.51
2110,125075.01
2111,160279.84
2112,134155.87
2113,118220.5
2114,109616.41
2115,152578.5
2116,115517.01
2117,148820.53
2118,113865.38
2119,112055.75
2120,111378.66
2121,97776.0
2122,108460.3
2123,92622.04
2124,204370.13
2125,139497.66
2126,162550.36
2127,152105.5
2128,135565.79
2129,105797.5
2130,145801.76
2131,150293.36
2132,113326.34
2133,117457.25
2134,116940.0
2135,108769.93
2136,80694.27
2137,114870.75
2138,141385.87
2139,151391.37
2140,138480.5
2141,135393.93
2142,137313.58
2143,150582.55
2144,117131.0
2145,136552.0
2146,146387.66
2147,163582.42
2148,125325.0
2149,133897.5
2150,226979.57
2151,142822.77
2152,175422.0
2153,163528.17
2154,111161.33
2155,127930.08
2156,227095.98
2157,242381.77
2158,231747.75
2159,213821.3
2160,173749.67
2161,262284.11
2162,405839.02
2163,329823.44
2164,253464.19
2165,175251.5
2166,148682.5
2167,216630.65
2168,215526.0
2169,195125.0
2170,220062.88
2171,147067.56
2172,143231.5
2173,158644.22
2174,235017.81
2175,319565.82
2176,322707.51
2177,249519.12
2178,219748.35
2179,143220.0
2180,184852.0
2181,187229.97
2182,230337.33
2183,193329.19
2184,138067.25
2185,129563.29
2186,144719.98
2187,150014.5
2188,157418.3
2189,181387.08
2190,91174.33
2191,92949.09
2192,93254.11
2193,98063.0
2194,101688.75
2195,118090.26
2196,108738.7
2197,114797.15
2198,156767.4
2199,162800.37
2200,126677.29
2201,126837.25
2202,198055.8
2203,163149.32
2204,176213.07
2205,104974.26
2206,128011.79
2207,239869.76
2208,247028.38
2209,197593.04
2210,119031.93
2211,113380.01
2212,109118.5
2213,107315.64
2214,144775.62
2215,108273.34
2216,146987.5
2217,72761.34
2218,85701.16
2219,69210.91
2220,85682.2
2221,327101.12
2222,255841.49
2223,252928.99
2224,224120.22
2225,136787.88
2226,191293.0
2227,198814.38
2228,263468.15
2229,236476.02
2230,157039.7
2231,212570.86
2232,178681.72
2233,170196.99
2234,229303.95
2235,199589.28
2236,264289.91
2237,353460.37
2238,216033.17
2239,125415.53
2240,162968.72
2241,154683.0
2242,135211.0
2243,133667.21
2244,100485.5
2245,98131.0
2246,144649.75
2247,97572.0
2248,125349.5
2249,125005.33
2250,133035.5
2251,127671.38
2252,176857.0
2253,153037.27
2254,180556.35
2255,191266.0
2256,179600.93
2257,195410.17
2258,174878.63
2259,179968.92
2260,150595.57
2261,192995.84
2262,203505.84
2263,330065.73
2264,396081.33
2265,164873.69
2266,268408.99
2267,353615.62
2268,349237.46
2269,161233.84
2270,190894.73
2271,247884.91
2272,217413.02
2273,163602.24
2274,168559.33
2275,174295.19
2276,179868.77
2277,178585.4
2278,155592.75
2279,124454.33
2280,125896.5
2281,170857.13
2282,171393.52
2283,95228.47
2284,109159.78
2285,157133.85
2286,132781.83
2287,332568.44
2288,269787.14
2289,386313.57
2290,433765.66
2291,315660.6
2292,385331.58
2293,416505.48
2294,393383.95
2295,434971.36
2296,277647.59
2297,308191.1
2298,304234.79
2299,368583.8
2300,322173.97
2301,288975.28
2302,254282.03
2303,230931.91
2304,251436.15
2305,177992.1
2306,179555.2
2307,176528.64
2308,220046.12
2309,276129.06
2310,218585.56
2311,200208.98
2312,175691.26
2313,171177.32
2314,175626.11
2315,170142.67
2316,180614.53
2317,172293.6
2318,170682.56
2319,173643.26
2320,175168.19
2321,254561.25
2322,167655.81
2323,175301.77
2324,168372.32
2325,220611.8
2326,170583.02
2327,221680.25
2328,223302.78
2329,182291.5
2330,178290.0
2331,360224.68
2332,399444.98
2333,315481.5
2334,254713.53
2335,252220.28
2336,348775.84
2337,202731.68
2338,288531.29
2339,223802.25
2340,395877.96
2341,218250.99
2342,229681.96
2343,224320.92
2344,232245.09
2345,247503.47
2346,217876.63
2347,198738.28
2348,226627.42
2349,162945.13
2350,299133.39
2351,267026.81
2352,246363.73
2353,215254.09
2354,126237.2
2355,161308.57
2356,154949.37
2357,198496.25
2358,198757.5
2359,123316.25
2360,123594.83
2361,138217.5
2362,255837.17
2363,143677.0
2364,148865.37
2365,216107.82
2366,188748.4
2367,218217.12
2368,184812.69
2369,223001.16
2370,170200.5
2371,169922.85
2372,195986.8
2373,262137.9
2374,303894.32
2375,224707.95
2376,297812.56
2377,342219.25
2378,139798.75
2379,207781.78
2380,145246.11
2381,160333.0
2382,199007.32
2383,220166.3
2384,235591.16
2385,148097.5
2386,140343.33
2387,135568.0
2388,100533.22
2389,133586.9
2390,138853.0
2391,129749.33
2392,114935.0
2393,164596.4
2394,142217.5
2395,198360.4
2396,149811.07
2397,204054.0
2398,126770.01
2399,55066.92
2400,53775.32
2401,120086.5
2402,135104.33
2403,137034.89
2404,147639.56
2405,154320.32
2406,134623.0
2407,125418.73
2408,141371.0
2409,134197.84
2410,163778.75
2411,123410.83
2412,158605.0
2413,139025.75
2414,135388.34
2415,135326.8
2416,131714.43
2417,131495.0
2418,126169.75
2419,132334.02
2420,125399.83
2421,153564.95
2422,126031.5
2423,142153.64
2424,158691.25
2425,182726.74
2426,130778.5
2427,141158.78
2428,175380.4
2429,116469.0
2430,128661.49
2431,105860.33
2432,133692.25
2433,142060.75
2434,145640.5
2435,155020.5
2436,107900.33
2437,109703.45
2438,118321.47
2439,114127.75
2440,122547.75
2441,105599.75
2442,106049.26
2443,117413.5
2444,122695.7
2445,92158.11
2446,133137.0
2447,218578.79
2448,147495.16
2449,120013.79
2450,153099.75
2451,124753.47
2452,223693.08
2453,103254.0
2454,122727.29
2455,102293.25
2456,138726.84
2457,113871.91
2458,106188.62
2459,109328.5
2460,137315.75
2461,113784.87
2462,135356.66
2463,117658.6
2464,174707.95
2465,130538.51
2466,113574.01
2467,147207.4
2468,96468.76
2469,92725.01
2470,179219.7
2471,232494.56
2472,182646.77
2473,123686.34
2474,102264.29
2475,228355.37
2476,110090.66
2477,131599.83
2478,164988.0
2479,112173.5
2480,141208.25
2481,118647.33
2482,134076.5
2483,118015.16
2484,124955.5
2485,127726.0
2486,150797.75
2487,180883.06
2488,150282.55
2489,146203.22
2490,148979.0
2491,93630.12
2492,175488.75
2493,134310.43
2494,173974.02
2495,99282.93
2496,213653.1
2497,152607.75
2498,116503.66
2499,89589.93
2500,132579.15
2501,139936.57
2502,151880.75
2503,103747.26
2504,192216.22
2505,218368.58
2506,268475.34
2507,321666.34
2508,269265.43
2509,234948.45
2510,229571.02
2511,184171.96
2512,205698.48
2513,225422.76
2514,251646.0
2515,148493.0
2516,154352.62
2517,136384.5
2518,143240.02
2519,227755.17
2520,205212.7
2521,188871.0
2522,222241.87
2523,132123.08
2524,142001.0
2525,147003.0
2526,143990.5
2527,109018.33
2528,131218.5
2529,133174.0
2530,117320.0
2531,255695.51
2532,229695.46
2533,199008.8
2534,234939.56
2535,297390.33
2536,238599.23
2537,223357.93
2538,184131.73
2539,186616.47
2540,171189.24
2541,180561.64
2542,161801.26
2543,128059.41
2544,143147.87
2545,124824.04
2546,147041.25
2547,138855.37
2548,148752.37
2549,163164.11
2550,445703.01
2551,141844.02
2552,123496.89
2553,89339.19
2554,115786.76
2555,110572.5
2556,108797.81
2557,117826.59
2558,157432.74
2559,133494.48
2560,119622.59
2561,139668.71
2562,125678.63
2563,137499.28
2564,178475.5
2565,118361.61
2566,145197.18
2567,134645.25
2568,187923.9
2569,186318.7
2570,118687.43
2571,176325.2
2572,194798.15
2573,238440.5
2574,303022.82
2575,126041.76
2576,135615.7
2577,168263.04
2578,99396.26
2579,76639.94
2580,132261.44
2581,137756.49
2582,116385.75
2583,301939.73
2584,157008.39
2585,176664.92
2586,224052.6
2587,216435.29
2588,160009.3
2589,142307.5
2590,220799.74
2591,203631.4
2592,230695.14
2593,255631.09
2594,182326.79
2595,203830.28
2596,331146.07
2597,179675.1
2598,265433.59
2599,301511.65
2600,158966.63
2601,137832.5
2602,87636.0
2603,95347.5
2604,90736.0
2605,85106.0
2606,145059.4
2607,167369.24
2608,203440.5
2609,166974.66
2610,116999.87
2611,161434.16
2612,152326.24
2613,128314.5
2614,120398.46
2615,149156.0
2616,137061.33
2617,181977.0
2618,191311.8
2619,217593.59
2620,185661.8
2621,184661.02
2622,188748.63
2623,247332.88
2624,263321.57
2625,334584.91
2626,163089.55
2627,187577.97
2628,422713.59
2629,494198.34
2630,334031.31
2631,439182.2
2632,415940.2
2633,294442.47
2634,378897.88
2635,150480.35
2636,201658.18
2637,180546.36
2638,255353.51
2639,183185.8
2640,149889.5
2641,107833.76
2642,190536.1
2643,107403.36
2644,135520.49
2645,95306.04
2646,91197.0
2647,96698.0
2648,134990.0
2649,139076.91
2650,149885.27
2651,151151.22
2652,413874.72
2653,252253.55
2654,256492.27
2655,379438.4
2656,311704.29
2657,330096.43
2658,275634.56
2659,303747.6
2660,316905.98
2661,349435.61
2662,353480.62
2663,280222.42
2664,270052.35
2665,297694.83
2666,269054.5
2667,165401.86
2668,175108.29
2669,171776.77
2670,296389.64
2671,177535.13
2672,172784.27
2673,210302.74
2674,200502.78
2675,165148.64
2676,185409.28
2677,197718.85
2678,260887.66
2679,278152.03
2680,271631.47
2681,399422.02
2682,323059.49
2683,480340.04
2684,304166.53
2685,339602.95
2686,254171.45
2687,328218.94
2688,220870.2
2689,211725.8
2690,454088.29
2691,182063.36
2692,131901.68
2693,196118.08
2694,127581.47
2695,190815.5
2696,183889.25
2697,190707.13
2698,201836.62
2699,173927.81
2700,165189.94
2701,147054.95
2702,120980.5
2703,134569.36
2704,145662.93
2705,130008.16
2706,120426.83
2707,125481.5
2708,138557.5
2709,110367.83
2710,124680.16
2711,265319.29
2712,347629.28
2713,176046.54
2714,152859.28
2715,170760.05
2716,157134.1
2717,175150.66
2718,234093.92
2719,153836.74
2720,173219.19
2721,143211.5
2722,157633.08
2723,141720.9
2724,129394.83
2725,136650.0
2726,147503.5
2727,167580.03
2728,169229.7
2729,153022.55
2730,145143.07
2731,120256.08
2732,120205.01
2733,158147.5
2734,148123.51
2735,131692.58
2736,146984.1
2737,120044.07
2738,136654.85
2739,157969.64
2740,137036.0
2741,150764.0
2742,153548.22
2743,145403.75
2744,143866.33
2745,134319.25
2746,131898.25
2747,157872.91
2748,123217.43
2749,133186.0
2750,134786.0
2751,129011.25
2752,232249.43
2753,153628.32
2754,206172.0
2755,126583.75
2756,96935.88
2757,70165.55
2758,91324.98
2759,152713.5
2760,146322.14
2761,146460.37
2762,146812.9
2763,187301.32
2764,170976.49
2765,266738.5
2766,150603.51
2767,89346.11
2768,135171.48
2769,125941.75
2770,157763.75
2771,122825.66
2772,121044.75
2773,150555.45
2774,142394.0
2775,137578.07
2776,145452.67
2777,158563.0
2778,125316.49
2779,121734.87
2780,111649.9
2781,105191.78
2782,101638.02
2783,102817.18
2784,128990.0
2785,142435.19
2786,76517.05
2787,120066.14
2788,90448.37
2789,211669.68
2790,97716.24
2791,122321.76
2792,83324.8
2793,173661.0
2794,98541.44
2795,112461.33
2796,106574.0
2797,200165.8
2798,130006.01
2799,114717.57
2800,83201.08
2801,116122.85
2802,136700.34
2803,157586.4
2804,140772.59
2805,96953.93
2806,91447.5
2807,162035.52
2808,144890.5
2809,129157.0
2810,136360.83
2811,161387.46
2812,143240.0
2813,151792.22
2814,154209.64
2815,98872.47
2816,247098.01
2817,143498.0
2818,131572.0
2819,172993.5
2820,139082.0
2821,105425.04
2822,184772.29
2823,228413.52
2824,175716.32
2825,148088.76
2826,134086.0
2827,143509.32
2828,224167.7
2829,177391.03
2830,236525.56
2831,192595.74
2832,223359.28
2833,281255.88
2834,214122.29
2835,225424.6
2836,189953.78
2837,160838.85
2838,149234.37
2839,183361.55
2840,190491.85
2841,201533.0
2842,220673.92
2843,145460.66
2844,154986.64
2845,124076.5
2846,208413.56
2847,199083.28
2848,210677.95
2849,216745.5
2850,287502.86
2851,239098.7
2852,233816.36
2853,232660.28
2854,140090.0
2855,201476.4
2856,203778.17
2857,190229.5
2858,202845.69
2859,142848.6
2860,120376.16
2861,128789.0
2862,200536.0
2863,119547.33
2864,252013.22
2865,139914.0
2866,136102.0
2867,98502.87
2868,97497.02
2869,127227.86
2870,161024.82
2871,111621.0
2872,53789.21
2873,105490.49
2874,146630.82
2875,110346.5
2876,168256.3
2877,143969.42
2878,166461.55
2879,148300.14
2880,104785.54
2881,151708.95
2882,158699.0
2883,170342.15
2884,182846.95
2885,184743.62
2886,198874.5
2887,104782.04
2888,122585.02
2889,65517.22
2890,91898.76
2891,142239.12
2892,50761.59
2893,104853.85
2894,54667.8
2895,317035.69
2896,305299.36
2897,195535.6
2898,148107.74
2899,222114.28
2900,155311.37
2901,198512.9
2902,184963.2
2903,347369.36
2904,352180.27
2905,116253.88
2906,211095.64
2907,115569.94
2908,128093.5
2909,145743.95
2910,89082.0
2911,87469.0
2912,152509.5
2913,91079.66
2914,88040.0
2915,87214.0
2916,87272.0
2917,154839.37
2918,112232.5
2919,234096.01
